n_particles,baseline_ms,proposed_ms,speedup
100,0.5996500010951422,0.15136250003706664,3.961681400269525
500,14.820512499136385,0.8466667000902817,17.504541630792904
1000,60.11975830042502,2.1772583000711165,27.612598054379358
2000,244.54871250054566,5.654624999442603,43.247556208351874
5000,1523.3015833000536,24.61817500006873,61.877112470595435
10000,6185.053341700404,79.730862499855,77.57414315832408
